Amplitude
0.0006813997
-0.0006563378
0.0007473171
-0.00035432074
1.3791287e-06
-0.00079518073
0.0006179803
-0.001813506
-0.005782103
0.022028958
0.055464067
-0.056320403
-0.04126483
0.054999642
-0.003919244
-0.037772644
0.013509565
0.023082139
-0.06119408
0.017965201
0.05461821
-0.07148621
0.035779286
0.04945732
-0.030023713
-0.00040352158
0.057614177
-0.014641287
-0.027954616
0.049114823
0.015448951
-0.030478485
0.026472915
0.042769916
-0.048941463
0.009196416
0.06138216
-0.016652595
-0.024809675
0.05792038
-0.020247411
-0.031393897
0.02773021
0.010980789
-0.050545778
0.0045883884
0.03495044
-0.033110026
-0.01733446
0.03939938
-0.028085116
-0.034614936
0.037273362
-0.013515058
-0.032208364
0.020165253
0.022131508
-0.036521185
-0.002342056
0.020905886
-0.022605455
-0.023776006
0.04829903
-0.017286807
-0.024441216
0.02881214
0.008369937
-0.029997483
0.016774947
0.017299253
-0.019871067
-0.008765746
0.03452245
-0.018721335
-0.022474803
0.04102746
-0.0009781849
-0.022777911
0.027771179
0.008658104
-0.018112544
0.0065998565
0.020378793
-0.013040442
-0.005575362
0.030358601
-0.007368648
-0.02321108
0.028178858
0.0048416336
-0.0054727057
0.008186076
0.004460334
-0.016030386
0.0047848253
0.008883782
-0.015679043
-0.013328452
0.015106853
-0.008977942
0.0070844553
-5.1299576e-05
-0.012233571
0.0025579752
0.0028375955
-0.008195233
-0.009650879
0.003635428
0.0036441195
-0.010321697
0.00868816
-0.010479733
-0.016572705
0.016438674
0.0022465636
-0.012525191
0.0029417684
0.00649336
0.0128961615
0.00976979
0.031995926
0.0051359166
0.0069004716
0.02489423
-0.0024248087
-0.016462494
-0.010006353
-0.00090741925
-0.025439302
0.008910561
0.018375529
0.009790992
-0.0009132547
0.024960257
0.0028155707
-0.0022277636
0.12465891
-0.1386007
0.059897557
0.015899986
0.0028595217
-0.055656165
0.036748596
-0.056638435
0.01808185
0.03245906
0.062105186
-0.080284104
-0.016937053
0.09239571
-0.10043344
-0.0113251265
0.040916417
-0.08071418
-0.03231329
0.07528814
-0.026185635
-0.022913573
0.009031272
0.079680376
-0.07737759
-0.0264928
0.062374376
-0.081043065
-0.032649025
0.06643859
-0.041751135
-0.032286584
0.026635056
0.04338254
-0.04596493
-0.014362187
0.07220128
-0.053715788
-0.04658287
0.074527755
-0.042754233
-0.048709504
0.05054806
0.0039021205
-0.025625072
-0.010483838
0.09007968
-0.0486171
0.0030776167
-0.011671305
0.018370371
0.034523495
-0.0074041523
-0.036248326
-0.04097365
0.10536001
-0.10527312
0.028357634
0.060300145
-0.060121667
-0.034232825
0.08797916
-0.085029766
0.09752871
0.124649055
-0.02421303
-0.14676037
-0.12168078
0.037373766
0.046555307
-0.09057483
0.044557393
0.07033687
0.0024702437
-0.016048066
0.017405255
0.104923315
-0.07158473
0.037641577
0.07757618
-0.12893254
-0.059669722
-0.014185457
0.008286714
-0.02073314
0.16534185
0.066881806
-0.026560422
-0.16662857
-0.11517746
0.08749457
0.10880005
-0.22046028
-0.0005030446
0.10414001
0.16055414
0.020663224
-0.071761735
-0.09853528
-0.083420545
0.06685847
0.1434454
-0.15762347
-0.0013817474
0.07752078
0.11638668
0.02853185
-0.025373831
-0.101126716
-0.085341334
0.061275046
0.17528422
-0.032047942
-0.06284502
0.046545263
0.090669684
0.052658617
-0.00010146946
-0.09475309
-0.09482387
0.038289163
0.15446743
0.032277808
-0.09367251
-0.021679975
0.067019776
0.049120784
0.008447524
-0.08067609
-0.098945245
0.03512772
0.11677964
0.0426957
-0.042705227
-0.043641366
0.03824358
0.06629821
-0.014956646
-0.07220324
-0.08350171
0.07079969
0.084551014
0.0063009895
-0.011305299
-0.0454858
0.033589333
0.05883088
-0.038546436
-0.074538276
-0.010998491
0.07033932
0.036627848
-0.028980825
-0.016317278
-0.055652753
0.04455424
0.020792134
-0.05810727
-0.04203529
0.025691468
0.065533094
0.0034256985
-0.015511049
-0.027248252
-0.05658212
0.04387392
0.030944174
-0.061289806
-0.017156553
0.027638562
0.041730627
0.006090601
-0.011597697
-0.04159145
-0.044519946
0.04761849
0.032440912
-0.12451602
0.012912603
-0.13576111
-0.06210554
0.17166764
-0.15505311
0.16193527
0.0746141
0.09391211
0.0008440614
0.022923924
-0.01635608
0.0052841194
0.0013504028
0.21093836
-0.17761308
-0.06724481
0.14338022
0.034144267
-0.07208042
0.010223381
0.07993969
-0.07781964
0.06381085
0.24464002
-0.02808325
